All Whiskers,,,,,,Bridged Whiskers,,,,,,,,Critical Bridged Whiskers,,,,,,,,Simulation Inputs,
Whisker #,Length (um),Width (um),Resistance (ohm),Iteration,,Whisker #,Length (um),Diameter (um),Resistance (ohm),Iteration,Conductor 1,Conductor 2,,Whisker #,Length (um),Diameter (um),Resistance (ohm),Iteration,Conductor 1,Conductor 2,,Parameter,Value
67,1709.632,20.58557,0.5599037,5,,,,,,,,,,,,,,,,,,,
68,1764.34,65.00699,0.0579427,5,,,,,,,,,,,,,,,,,,,
69,2147.069,59.28926,0.08476772,5,,,,,,,,,,,,,,,,,,,
70,1731.778,45.66009,0.1152803,5,,,,,,,,,,,,,,,,,,,
71,2326.577,47.58752,0.142583,5,,,,,,,,,,,,,,,,,,,
72,1675.523,23.32786,0.4273041,5,,,,,,,,,,,,,,,,,,,
73,1216.623,-18.76506,0.4795044,5,,,,,,,,,,,,,,,,,,,
74,1921.222,101.3038,0.02598139,5,,,,,,,,,,,,,,,,,,,
75,1036.813,35.12708,0.1166146,5,,,,,,,,,,,,,,,,,,,
76,1589.239,61.99114,0.05739402,5,,,,,,,,,,,,,,,,,,,
77,2936.459,80.66852,0.06262568,5,,,,,,,,,,,,,,,,,,,
78,516.7837,93.37473,0.008225963,5,,,,,,,,,,,,,,,,,,,
79,3900.663,12.6382,3.389256,5,,,,,,,,,,,,,,,,,,,
80,2065.832,104.0807,0.02646616,5,,,,,,,,,,,,,,,,,,,
81,2060.128,25.58713,0.4367046,5,,,,,,,,,,,,,,,,,,,
82,1290.52,53.14592,0.06341053,5,,,,,,,,,,,,,,,,,,,
83,2805.438,72.37662,0.07432598,5,,,,,,,,,,,,,,,,,,,
84,2146.722,74.69577,0.05339744,5,,,,,,,,,,,,,,,,,,,
85,3126.801,173.399,0.01443257,5,,,,,,,,,,,,,,,,,,,
86,3085.452,1.34166,237.887,5,,,,,,,,,,,,,,,,,,,
87,2036.529,53.86089,0.09742719,5,,,,,,,,,,,,,,,,,,,
88,2604.724,35.29427,0.2901951,5,,,,,,,,,,,,,,,,,,,
89,796.1991,-26.85839,0.1531787,5,,,,,,,,,,,,,,,,,,,
90,2045.55,129.3919,0.01695636,5,,,,,,,,,,,,,,,,,,,
91,1550.768,50.75751,0.08353776,5,,,,,,,,,,,,,,,,,,,
92,1136.354,30.57574,0.1686926,5,,,,,,,,,,,,,,,,,,,
93,1292.277,137.0664,0.009546201,5,,,,,,,,,,,,,,,,,,,
94,2495.076,128.3369,0.02102411,5,,,,,,,,,,,,,,,,,,,
95,3817.252,74.90351,0.09442416,5,,,,,,,,,,,,,,,,,,,
96,2236.192,27.08561,0.4230274,5,,,,,,,,,,,,,,,,,,,
97,2273.521,30.95917,0.3291979,5,,,,,,,,,,,,,,,,,,,
98,1174.04,-35.97896,0.12587,5,,,,,,,,,,,,,,,,,,,
99,977.3122,108.4023,0.01154231,5,,,,,,,,,,,,,,,,,,,
100,206.2744,93.49847,0.003274711,5,,,,,,,,,,,,,,,,,,,
101,1952.416,108.3112,0.02309735,5,,,,,,,,,,,,,,,,,,,
102,1594.457,127.7051,0.01356854,5,,,,,,,,,,,,,,,,,,,
103,2130.522,7.397915,5.402616,5,,,,,,,,,,,,,,,,,,,
104,874.2141,74.50076,0.02185913,5,,,,,,,,,,,,,,,,,,,
105,3498.612,59.82192,0.1356787,5,,,,,,,,,,,,,,,,,,,
106,1689.259,28.58961,0.2868245,5,,,,,,,,,,,,,,,,,,,
107,2302.729,66.70131,0.0718308,5,,,,,,,,,,,,,,,,,,,
108,1160.836,-30.85789,0.1691902,5,,,,,,,,,,,,,,,,,,,
109,4399.533,120.504,0.0420475,5,,,,,,,,,,,,,,,,,,,
110,1941.74,127.6811,0.01653007,5,,,,,,,,,,,,,,,,,,,
111,1332.592,-6.407825,4.504145,5,,,,,,,,,,,,,,,,,,,
112,3046.457,108.5528,0.03587977,5,,,,,,,,,,,,,,,,,,,
113,2655.558,13.90028,1.907415,5,,,,,,,,,,,,,,,,,,,
114,1984.706,5.216679,10.12149,5,,,,,,,,,,,,,,,,,,,
115,981.0981,7.915543,2.17314,5,,,,,,,,,,,,,,,,,,,
116,623.6713,103.2312,0.008122137,5,,,,,,,,,,,,,,,,,,,
117,2418.939,125.3925,0.021351,5,,,,,,,,,,,,,,,,,,,
118,1959.876,8.833351,3.485894,5,,,,,,,,,,,,,,,,,,,
119,1407.84,61.34796,0.05191461,5,,,,,,,,,,,,,,,,,,,
120,2088.581,47.4983,0.1284789,5,,,,,,,,,,,,,,,,,,,
121,3386.086,-1.950401,123.534,5,,,,,,,,,,,,,,,,,,,
122,2843.065,108.6599,0.03341836,5,,,,,,,,,,,,,,,,,,,
123,2379.164,-2.117916,73.61113,5,,,,,,,,,,,,,,,,,,,
124,3293.933,94.81059,0.05085547,5,,,,,,,,,,,,,,,,,,,
125,959.0648,79.62364,0.02099426,5,,,,,,,,,,,,,,,,,,,
126,888.0103,-2.87289,14.93195,5,,,,,,,,,,,,,,,,,,,
127,2551.238,18.15519,1.074202,5,,,,,,,,,,,,,,,,,,,
128,1230.85,44.24734,0.08725042,5,,,,,,,,,,,,,,,,,,,
129,1624.678,84.47694,0.03159567,5,,,,,,,,,,,,,,,,,,,
130,4466.157,1.36301,333.6355,5,,,,,,,,,,,,,,,,,,,
131,2954.735,100.049,0.04096656,5,,,,,,,,,,,,,,,,,,,
132,2232.094,100.5365,0.03064796,5,,,,,,,,,,,,,,,,,,,
133,4118.289,-47.26733,0.2558181,5,,,,,,,,,,,,,,,,,,,
134,2132.895,55.2671,0.0969109,5,,,,,,,,,,,,,,,,,,,
135,2756.812,37.9604,0.2655108,5,,,,,,,,,,,,,,,,,,,
136,1476.751,38.92214,0.1352853,5,,,,,,,,,,,,,,,,,,,
137,3269.334,19.92491,1.142886,5,,,,,,,,,,,,,,,,,,,
138,499.692,16.46226,0.2558941,5,,,,,,,,,,,,,,,,,,,
139,2334.957,20.70388,0.7559831,5,,,,,,,,,,,,,,,,,,,
140,1898.918,64.95782,0.06245681,5,,,,,,,,,,,,,,,,,,,
141,-511.0273,80.36226,-0.01098187,5,,,,,,,,,,,,,,,,,,,
142,1470.26,46.14755,0.09581503,5,,,,,,,,,,,,,,,,,,,
143,431.2936,-38.91505,0.03952522,5,,,,,,,,,,,,,,,,,,,
144,1472.91,-16.04877,0.7936499,5,,,,,,,,,,,,,,,,,,,
145,1479.747,133.248,0.01156653,5,,,,,,,,,,,,,,,,,,,
146,1619.336,42.4106,0.1249467,5,,,,,,,,,,,,,,,,,,,
147,3299.347,-5.508358,15.09108,5,,,,,,,,,,,,,,,,,,,
148,1700.199,-12.28095,1.564488,5,,,,,,,,,,,,,,,,,,,
149,3248.75,46.77672,0.2060598,5,,,,,,,,,,,,,,,,,,,
150,3438.237,80.85619,0.07298706,5,,,,,,,,,,,,,,,,,,,
1,1460.858,47.78375,0.08879409,6,,,,,,,,,,,,,,,,,,,
2,-65.44653,97.50373,-0.0009553902,6,,,,,,,,,,,,,,,,,,,
3,911.3313,-15.1383,0.5518979,6,,,,,,,,,,,,,,,,,,,
4,1362.561,90.89108,0.02289021,6,,,,,,,,,,,,,,,,,,,
5,2280.111,36.44869,0.2381929,6,,,,,,,,,,,,,,,,,,,
6,2138.538,44.11247,0.1525214,6,,,,,,,,,,,,,,,,,,,
7,2957.869,83.50955,0.05886311,6,,,,,,,,,,,,,,,,,,,
8,1887.906,13.30453,1.480192,6,,,,,,,,,,,,,,,,,,,
9,2656.047,68.32214,0.07896769,6,,,,,,,,,,,,,,,,,,,
10,1386.031,73.44878,0.03565664,6,,,,,,,,,,,,,,,,,,,
11,1230.378,-48.34657,0.07305399,6,,,,,,,,,,,,,,,,,,,
12,3005.131,47.45141,0.1852259,6,,,,,,,,,,,,,,,,,,,
13,3103.95,68.6142,0.09150048,6,,,,,,,,,,,,,,,,,,,
14,3025.723,61.93187,0.1094807,6,,,,,,,,,,,,,,,,,,,
15,2491.301,78.82632,0.05564424,6,,,,,,,,,,,,,,,,,,,
16,854.1383,17.19402,0.4009684,6,,,,,,,,,,,,,,,,,,,
17,1332.785,88.4111,0.02366372,6,,,,,,,,,,,,,,,,,,,
18,3152.343,87.97195,0.05653033,6,,,,,,,,,,,,,,,,,,,
19,1953.016,12.44485,1.750102,6,,,,,,,,,,,,,,,,,,,
20,1147.8,2.517193,25.14026,6,,,,,,,,,,,,,,,,,,,
21,1858.25,121.8758,0.01736224,6,,,,,,,,,,,,,,,,,,,
22,1269.355,111.3749,0.01420186,6,,,,,,,,,,,,,,,,,,,
23,2366.956,12.72675,2.02811,6,,,,,,,,,,,,,,,,,,,
24,2040.727,91.14449,0.03409265,6,,,,,,,,,,,,,,,,,,,
25,1701.966,53.27499,0.08322246,6,,,,,,,,,,,,,,,,,,,
26,4005.4,157.8224,0.02231747,6,,,,,,,,,,,,,,,,,,,
27,1534.946,50.12942,0.08477039,6,,,,,,,,,,,,,,,,,,,
28,955.5212,4.447128,6.70529,6,,,,,,,,,,,,,,,,,,,
29,2001.941,56.86839,0.08591047,6,,,,,,,,,,,,,,,,,,,
30,4378.201,-18.75505,1.727412,6,,,,,,,,,,,,,,,,,,,
31,977.1804,-32.6905,0.1269019,6,,,,,,,,,,,,,,,,,,,
32,2646.909,-1.950176,96.58906,6,,,,,,,,,,,,,,,,,,,
33,699.5588,46.95161,0.04404126,6,,,,,,,,,,,,,,,,,,,
34,2546.623,17.41142,1.165823,6,,,,,,,,,,,,,,,,,,,
35,1652.294,43.52585,0.1210401,6,,,,,,,,,,,,,,,,,,,
36,2754.213,126.4804,0.02389394,6,,,,,,,,,,,,,,,,,,,
37,3089.954,68.35461,0.09178102,6,,,,,,,,,,,,,,,,,,,
38,2790.379,-2.056515,91.56639,6,,,,,,,,,,,,,,,,,,,
39,1102.331,64.5206,0.03674954,6,,,,,,,,,,,,,,,,,,,
40,1845.601,26.32473,0.3696125,6,,,,,,,,,,,,,,,,,,,
41,1935.825,77.09467,0.0452016,6,,,,,,,,,,,,,,,,,,,
42,1785.04,79.06941,0.03962483,6,,,,,,,,,,,,,,,,,,,
43,3096.328,28.79815,0.5181486,6,,,,,,,,,,,,,,,,,,,
44,114.2778,75.1178,0.00281069,6,,,,,,,,,,,,,,,,,,,
45,2802.544,5.285934,13.9202,6,,,,,,,,,,,,,,,,,,,
46,1259.767,117.6101,0.01263973,6,,,,,,,,,,,,,,,,,,,
47,1456.94,59.56959,0.05698086,6,,,,,,,,,,,,,,,,,,,
48,1177.848,-39.18317,0.1064698,6,,,,,,,,,,,,,,,,,,,
49,2191.274,-4.08062,18.26337,6,,,,,,,,,,,,,,,,,,,
50,1085.737,50.25413,0.05966476,6,,,,,,,,,,,,,,,,,,,
51,1334.83,15.54308,0.7668108,6,,,,,,,,,,,,,,,,,,,
52,2613,69.58422,0.07489527,6,,,,,,,,,,,,,,,,,,,
53,1579.577,10.72934,1.904282,6,,,,,,,,,,,,,,,,,,,
54,3223.088,73.14162,0.08361412,6,,,,,,,,,,,,,,,,,,,
55,1647.852,82.72183,0.03342062,6,,,,,,,,,,,,,,,,,,,
56,2625.459,5.391502,12.53494,6,,,,,,,,,,,,,,,,,,,
57,3304.96,-15.52079,1.904036,6,,,,,,,,,,,,,,,,,,,
58,1296.513,-35.83888,0.1400892,6,,,,,,,,,,,,,,,,,,,
59,3365.8,-14.6208,2.185158,6,,,,,,,,,,,,,,,,,,,
60,1654.091,110.7333,0.01872144,6,,,,,,,,,,,,,,,,,,,
61,1899.567,37.11242,0.1914047,6,,,,,,,,,,,,,,,,,,,
62,3291.059,129.6372,0.02717772,6,,,,,,,,,,,,,,,,,,,
63,2862.747,69.68214,0.08182323,6,,,,,,,,,,,,,,,,,,,
64,1859.639,-17.80811,0.8138221,6,,,,,,,,,,,,,,,,,,,
65,1360.998,42.28406,0.105643,6,,,,,,,,,,,,,,,,,,,
66,2050.731,29.59032,0.3250467,6,,,,,,,,,,,,,,,,,,,
67,1732.581,74.91851,0.04284023,6,,,,,,,,,,,,,,,,,,,
68,3360.193,70.46606,0.09391628,6,,,,,,,,,,,,,,,,,,,
69,2090.554,102.7281,0.02749285,6,,,,,,,,,,,,,,,,,,,
70,3144.363,57.29174,0.1329491,6,,,,,,,,,,,,,,,,,,,
71,1151.458,-5.764084,4.809767,6,,,,,,,,,,,,,,,,,,,
72,-502.9492,-4.074478,-4.204524,6,,,,,,,,,,,,,,,,,,,
73,2157.205,23.73741,0.5313263,6,,,,,,,,,,,,,,,,,,,
74,3401.715,138.9673,0.02444609,6,,,,,,,,,,,,,,,,,,,
75,3154.687,68.67815,0.09282301,6,,,,,,,,,,,,,,,,,,,
76,3529.336,40.24577,0.3024051,6,,,,,,,,,,,,,,,,,,,
77,2001.912,86.49803,0.03713377,6,,,,,,,,,,,,,,,,,,,
78,2973.241,35.43214,0.3286788,6,,,,,,,,,,,,,,,,,,,
79,2862.049,11.83409,2.836248,6,,,,,,,,,,,,,,,,,,,
80,1277.539,28.29358,0.2214801,6,,,,,,,,,,,,,,,,,,,
81,3046.426,52.8755,0.1512232,6,,,,,,,,,,,,,,,,,,,
82,2294.33,49.91785,0.1277853,6,,,,,,,,,,,,,,,,,,,
83,1811.21,87.61792,0.03274309,6,,,,,,,,,,,,,,,,,,,
84,3439.656,3.213524,46.22623,6,,,,,,,,,,,,,,,,,,,
85,1770.815,70.8626,0.0489413,6,,,,,,,,,,,,,,,,,,,
86,2592.076,35.74159,0.2816026,6,,,,,,,,,,,,,,,,,,,
87,59.75989,-20.33303,0.02006052,6,,,,,,,,,,,,,,,,,,,
88,1821.807,24.9021,0.4077246,6,,,,,,,,,,,,,,,,,,,
89,1897.255,0.2468529,4321.017,6,,,,,,,,,,,,,,,,,,,
90,634.4065,-3.255371,8.308129,6,,,,,,,,,,,,,,,,,,,
91,503.9185,55.08218,0.0230502,6,,,,,,,,,,,,,,,,,,,
92,1591.863,81.39241,0.03334835,6,,,,,,,,,,,,,,,,,,,
93,2037.276,96.45623,0.03038967,6,,,,,,,,,,,,,,,,,,,
94,3894.173,41.84502,0.3086485,6,,,,,,,,,,,,,,,,,,,
95,3075.177,15.7154,1.728049,6,,,,,,,,,,,,,,,,,,,
96,2141.354,80.16724,0.04624142,6,,,,,,,,,,,,,,,,,,,
97,801.9448,64.61964,0.02665337,6,,,,,,,,,,,,,,,,,,,
98,2281.307,72.3646,0.06045998,6,,,,,,,,,,,,,,,,,,,
99,3017.34,23.30765,0.7708396,6,,,,,,,,,,,,,,,,,,,
100,925.4716,-15.69924,0.5211255,6,,,,,,,,,,,,,,,,,,,
101,1672.176,35.7977,0.1810958,6,,,,,,,,,,,,,,,,,,,
102,3222.462,58.50644,0.1306523,6,,,,,,,,,,,,,,,,,,,
103,1898.59,58.54724,0.07686964,6,,,,,,,,,,,,,,,,,,,
104,2687.583,59.97858,0.1036827,6,,,,,,,,,,,,,,,,,,,
105,2249.53,122.0012,0.02097493,6,,,,,,,,,,,,,,,,,,,
106,2754.549,141.2752,0.01915382,6,,,,,,,,,,,,,,,,,,,
107,1771.327,-9.467197,2.742789,6,,,,,,,,,,,,,,,,,,,
108,4203.35,11.4637,4.438973,6,,,,,,,,,,,,,,,,,,,
109,2402.261,21.85013,0.6983109,6,,,,,,,,,,,,,,,,,,,
110,1711.61,15.01979,1.052964,6,,,,,,,,,,,,,,,,,,,
111,1631.945,92.92639,0.02622793,6,,,,,,,,,,,,,,,,,,,
112,2281.867,91.06052,0.0381915,6,,,,,,,,,,,,,,,,,,,
113,2145.157,108.3418,0.02536317,6,,,,,,,,,,,,,,,,,,,
114,2294.4,122.1808,0.02133042,6,,,,,,,,,,,,,,,,,,,
115,351.2454,5.96563,1.369729,6,,,,,,,,,,,,,,,,,,,
116,1920.615,35.02607,0.2172672,6,,,,,,,,,,,,,,,,,,,
117,2570.91,36.57566,0.2667099,6,,,,,,,,,,,,,,,,,,,
118,3721.081,134.7376,0.02844643,6,,,,,,,,,,,,,,,,,,,
119,1574.386,13.96306,1.120693,6,,,,,,,,,,,,,,,,,,,
120,2983.917,16.54637,1.512579,6,,,,,,,,,,,,,,,,,,,
121,1735.823,-12.67,1.500682,6,,,,,,,,,,,,,,,,,,,
122,4371.779,-47.93059,0.2641006,6,,,,,,,,,,,,,,,,,,,
123,3306.55,-24.18237,0.7847189,6,,,,,,,,,,,,,,,,,,,
124,1972.359,31.43211,0.277061,6,,,,,,,,,,,,,,,,,,,
125,1347.414,-7.599506,3.237926,6,,,,,,,,,,,,,,,,,,,
126,2840.79,80.75649,0.06045341,6,,,,,,,,,,,,,,,,,,,
127,2793.408,104.6876,0.03537372,6,,,,,,,,,,,,,,,,,,,
128,2085.383,26.10591,0.4246632,6,,,,,,,,,,,,,,,,,,,
129,2078.009,32.20024,0.2781414,6,,,,,,,,,,,,,,,,,,,
130,1860.578,114.6102,0.01965795,6,,,,,,,,,,,,,,,,,,,
131,2598.419,1.125103,284.8795,6,,,,,,,,,,,,,,,,,,,
132,2012.489,114.0103,0.02148731,6,,,,,,,,,,,,,,,,,,,
133,2428.381,95.42741,0.03700898,6,,,,,,,,,,,,,,,,,,,
134,3257.563,60.85566,0.1220752,6,,,,,,,,,,,,,,,,,,,
135,2492.677,146.6209,0.01609203,6,,,,,,,,,,,,,,,,,,,
136,1233.593,68.29728,0.03670299,6,,,,,,,,,,,,,,,,,,,
137,2294.314,13.02345,1.877318,6,,,,,,,,,,,,,,,,,,,
138,793.5432,36.40948,0.08307648,6,,,,,,,,,,,,,,,,,,,
139,2352.214,7.694225,5.514215,6,,,,,,,,,,,,,,,,,,,
140,1452.513,19.42278,0.5343599,6,,,,,,,,,,,,,,,,,,,
141,2995.826,12.79113,2.541181,6,,,,,,,,,,,,,,,,,,,
142,4071.077,46.17393,0.2650039,6,,,,,,,,,,,,,,,,,,,
143,3553.446,78.95102,0.07911719,6,,,,,,,,,,,,,,,,,,,
144,3055.722,66.25906,0.09659614,6,,,,,,,,,,,,,,,,,,,
145,1614.859,19.74864,0.574641,6,,,,,,,,,,,,,,,,,,,
146,453.4957,98.36653,0.006504518,6,,,,,,,,,,,,,,,,,,,
147,1194.96,64.93815,0.03932696,6,,,,,,,,,,,,,,,,,,,
148,2771.85,34.2727,0.3274988,6,,,,,,,,,,,,,,,,,,,
149,1725.083,36.19781,0.1827182,6,,,,,,,,,,,,,,,,,,,
150,2827.562,66.48495,0.08877733,6,,,,,,,,,,,,,,,,,,,
